x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.2712462536767182,0.46694033621734254,0.9168647771453569,0.41139719471945735,0.5347774422533691,0.30968347472644353,0.5731291578024285,0.5883855761094927,0.3737865021560032,0.762226444282809,0.672031527003462,0.39186117368685186,0.874620760187405,0.6828290025727974,0.38072738301369147,0.4803180466212411,0.2570820381260903,0.561630272606002,0.5350009910147993,0.16513243805316868,0.5272780766945442,0.4939416114949249,0.12738652709908482,0.45917221895036325,0.46954542662859317,0.11673135885915054,0.41385957169498494,0.39632366390912493,0.16138658008512463,0.6168464025196534,0.4427870682833518,0.10580706269812801,0.5309137271946813,0.39071096953984763,0.09275508443015346,0.4125059240470982,0.37213271166966905,0.10093006767280888,0.3754631145511629,0.31226339733460073,0.11112089703101113,0.6204833989167767,0.35069023204777017,0.08293995647280994,0.5106580470051589,0.30181599347237775,0.07395674587453904,0.38239036624525125,0.28950967154337687,0.09078348550341342,0.3569829158831471,0.22333314506817378,0.1630574646178451,0.6051935713827052,0.21210707986755287,0.13223333701506745,0.4523334581193534,0.1477897765613061,0.1055597861865466,0.3680830763402708,0.12565349472437326,0.09190277686849802,0.34939198348078765
0.2606005433684351,0.5152839089688266,0.789031595974899,0.3645935951679228,0.6406365653476724,0.3249258247608164,0.4733001459784396,0.7874984493221802,0.3244263622480404,0.6232226730395559,0.884436596226087,0.2760957061905245,0.6643269137645216,0.8139003890402978,0.23198200381914175,0.5406462053642064,0.6895839702556485,0.5738970751535873,0.5908820175337808,0.6206180224623215,0.45078441466156005,0.531012495936771,0.6494789003121308,0.36518128324272814,0.4778528888361246,0.7159253381194399,0.3363525149726467,0.45572595841312696,0.4343656760092869,0.6043462061808064,0.5049885953150383,0.35444446625097203,0.5010814714572964,0.4571643683293348,0.3138933548912567,0.38385840237725743,0.44544588195527207,0.2831524714074364,0.35363204173274276,0.36697638581707115,0.30636603254794026,0.5699124744293449,0.36188686955569704,0.27646552004590186,0.44253936948402495,0.2744751275308428,0.24481861505239,0.29539800098923924,0.23042623226020648,0.2361877873729612,0.26998668836501477,0.27778334214903644,0.30000858717457746,0.5214563996177639,0.26019076285702225,0.25872365281202025,0.37102116574122185,0.19081747411072975,0.23451346365354653,0.2834742407858393,0.16062548498266865,0.22038759763880467,0.26486986676979246
0.3076348025237442,0.3870144633962611,0.9210478274609373,0.4505441689486692,0.4430740714745931,0.2641700587899906,0.6148683942106701,0.5309203766575568,0.28270151627520224,0.803296395088246,0.6269125615997126,0.2739532875603625,0.9092555337290453,0.6209441533494415,0.24006714865367523,0.4950489905028721,0.1846889888553629,0.40473354418836016,0.534690185793731,0.10033159439082517,0.3810318273231096,0.4880860659687031,0.06768352884352669,0.31615280346060376,0.4622022737736355,0.05847020883185938,0.2730497623344747,0.40473380471738857,0.11257169244441823,0.4633184464855933,0.43304076394747093,0.05611645059513126,0.39028742068311184,0.3663649774819281,0.0394662143136133,0.2662563638467884,0.3375189050712671,0.04294366761145496,0.23366854129059528,0.3183115157234975,0.08006620552332744,0.47634019607857914,0.3425572140702682,0.05861240970428838,0.38078963819649003,0.28262568238671926,0.04198150302634962,0.25183373365334233,0.2618439282324318,0.04979592411632339,0.23417825911519424,0.23064676119518976,0.15014086738451304,0.46884719179196227,0.2124591336742712,0.12394711196998887,0.3204799189862702,0.14208463614271427,0.09911469552220675,0.24448353519511956,0.11111713048780036,0.08418304822895539,0.2366433602136646
0.18909512540135176,0.2222644387367958,0.3739073400175893,0.2997645351529331,0.3560471827790863,0.6103263320261048,0.41301301089142206,0.4773943160912797,0.722709449457392,0.570573372921834,0.6427297556316949,0.7401116116378055,0.6465034837834533,0.7526205980342915,0.7160137913755548,0.3944121268576688,0.30800765636007643,0.6048466864304337,0.44423523818825256,0.2197670110420602,0.5249452669948532,0.4035124580957279,0.17428870528135154,0.4895798225881105,0.38905298954187245,0.15684949343147592,0.4750816476390267,0.3190016169035525,0.24203234766759474,0.5758659299451367,0.35450286870508796,0.2829731050750641,0.28539311070331724,0.2665247917425233,0.5445226373333577,0.17051816602898395,0.219541129011175,0.7093438246782671,0.22672662559656281,0.24307626896509069,0.1570250631769221,0.5390247249390522,0.27897147243180026,0.24021762351819298,0.25214389776539303,0.21067378053076558,0.5004248937049675,0.19354726226079744,0.18139653420920415,0.6625793063297954,0.3069396093788908,0.1701413013943411,0.13170151868731184,0.5158415154718284,0.18850972462280055,0.0914702480872489,0.296636990731671,0.14687330378537233,0.07469295866002368,0.24141992653936345,0.14596491998381222,0.0595634953664026,0.2770963224850336
0.29693383927969996,0.3182622213136028,0.9381781330452954,0.43712003557322543,0.38551438791147596,0.21282782051370897,0.6068151531448949,0.4768805758341257,0.21749358853839085,0.7888012697466061,0.5779259375373058,0.20493229594602425,0.8959334841628517,0.5878596294656169,0.16825253908903604,0.4819934772048695,0.1403914769824981,0.30776221490781436,0.5202752292260318,0.06206207819969123,0.2974844608557142,0.47229308779766466,0.031339038516282836,0.24168547464242696,0.445604799128761,0.024482093834515384,0.20305065753189683,0.38949838340788273,0.07724370953905701,0.37783882994845186,0.41163972316590325,0.025757091482744077,0.3071169346963949,0.3425395765587812,0.012582961671102622,0.18264215269903306,0.31297835666461377,0.016585741109135688,0.156562104079349,0.30203040792396785,0.04828960626047829,0.40243352122961706,0.3221566902252253,0.02860629070054399,0.2973621497812179,0.25697787196639854,0.005490947803862722,0.16124450967342102,0.23275092934915692,0.0068593910901472155,0.14964042474229294,0.21353188088481553,0.12261986042623896,0.40536381415566175,0.18978215493059256,0.08867632494269051,0.24073447182818525,0.11333759096276486,0.06033026606594116,0.15949204521916288,0.07857049345669903,0.04217825293529143,0.15474853215038548
0.17275390798661794,0.09521419018591848,0.3466210717072259,0.2839995159114801,0.3088735895882464,0.21622892801748128,0.4448187191517883,0.5277864776443719,0.2431670956624986,0.6547448730624649,0.741200041057178,0.23630817965288942,0.7592771418765312,0.9031842457997616,0.1980974835150311,0.4184711162658814,0.25958231821366784,0.2844497983448977,0.4419829057128412,0.18619335129354675,0.28142282296121185,0.38446792270955665,0.1261126057182982,0.2616308164774838,0.35398908604504525,0.11726919965673577,0.25456304662601337,0.33989668510202936,0.18040167633567927,0.3911414006202563,0.31406438428762795,0.28976646143609064,0.1327222660067538,0.1906191846067038,0.5437600106578498,0.03234321650318461,0.13398049778105642,0.7107856856847641,0.110524985436731,0.26249165523276574,0.10575149158293962,0.4594866003831528,0.23891887182746419,0.2718776141231496,0.17635311843828055,0.1420934666082817,0.5080983111124161,0.12199710190262447,0.1077262180621103,0.6575013537242284,0.2491246299985571,0.188547961782941,0.10158272500117049,0.5068907524471808,0.1881932919259117,0.09006041173920121,0.30730597932031606,0.12362512719165014,0.08280048955471597,0.28165008697783833,0.10553368150656461,0.08003412896300122,0.3386834875636512
0.0006361991153424063,0.2746075287689167,0.1790892100480232,0.0,0.14317180079294367,0.6738006001722807,0.07999788053082113,0.13553953296643728,0.5932810377922568,0.24953971982532652,0.1553637632473548,0.5093669739521163,0.23903029305251483,0.13527496837251962,0.4405027421174795,0.31750933175689866,0.3050235368509804,0.33394330536797573,0.4743816211278609,0.7560649850062868,0.3417350051565339,0.3552213671062272,0.8178783672461702,0.3318784106005951,0.2501632582210895,0.7891490979699178,0.3232959291053726,0.3101507257518276,0.45965770993084965,0.2899760146646217,0.44920323189529376,0.8134039584454811,0.33247008973260966,0.3209500756675606,0.8608925419274359,0.33959002795724025,0.22807923909138345,0.8430303609645009,0.36503453056756974,0.2834047608604725,0.5709946577760181,0.25917204701634383,0.4128737004649873,0.8295779752334722,0.3167941287341153,0.30076275235314254,0.872929840355611,0.3712915627896187,0.2183368326535225,0.8559649940999533,0.42893463269706783,0.24887727940626467,0.6707830371571706,0.23789951152039907,0.3429129693440124,0.8153596462127781,0.2861061632381323,0.25646891296692115,0.8623637913596612,0.37193423961722283,0.1961972677446553,0.8576407063056993,0.43041712668597126
0.5222855603206323,0.7813857131599988,0.8257891914871398,0.5200326253642317,0.6378141988973192,0.7943836567179432,0.5505870134824733,0.642576411561854,0.8027560506988758,0.6859373009152737,0.6926663847704646,0.7648657523274695,0.7761395920463678,0.6902636894731262,0.7101810809255531,0.6932550929206474,0.7320380311457386,0.7410633937033144,0.8057975083877194,0.7296818009710366,0.692180150754112,0.8253206485160541,0.6738314677017132,0.6401523581063074,0.8426324860466605,0.6541504807967851,0.6121742702106464,0.7014467144703906,0.6886719596398319,0.6787974405558689,0.8118916582953195,0.6766274990280521,0.644262931630573,0.8270275164193981,0.6481706989369401,0.5876675925719442,0.843408091154414,0.633394996630372,0.5741567756986934,0.6984377595783682,0.6767747964920987,0.617417929262996,0.8003305312000081,0.6641325882225444,0.5997209920504794,0.8207178363984073,0.6370868922395453,0.553112776900156,0.8375299171145949,0.6101577832100634,0.5567030063007804,0.6931679099345947,0.713678969698812,0.5707408013300661,0.7714036362244256,0.6729332620993609,0.5323321812262678,0.7979110794061299,0.6551037409444423,0.5257393717077264,0.8195830089353845,0.6269810277311806,0.5446038116614357
0.15118316905045232,0.3700258827950771,0.09507559241235242,0.20876264150732304,0.2611393697011555,0.4359639164191779,0.2765546968761674,0.19681425410867037,0.3830402525267679,0.3746652406569586,0.1718182918652118,0.3280555998723597,0.33509023681378763,0.15322337768610672,0.28154362477942957,0.33302364862885103,0.30348903670761285,0.16364711301162566,0.5252474664491222,0.6746139810512928,0.11708521202700117,0.41883995396730744,0.7777873457066502,0.0941375456619068,0.3135339655585732,0.7610719427698156,0.07868096728898544,0.3002632044643507,0.4486615322035723,0.17151300752137827,0.49524018708183715,0.7567550391769842,0.11893411374786528,0.3717816059574294,0.822857529982772,0.09990404660373164,0.2775903870878655,0.8158248057764315,0.1271856505069468,0.27234825175293587,0.5395883393643321,0.16349583419322433,0.4596917761906738,0.7716465714826246,0.09866980365899791,0.3519334146361567,0.8366242083255536,0.12574034536973527,0.27394706902390037,0.8373408787156992,0.20378194525435894,0.2524391611834691,0.6277670616840936,0.15150051049813273,0.39723734515958176,0.7659270898544153,0.09192280518085483,0.3263465934510226,0.8277271480309768,0.1316922127609652,0.2691008875334172,0.8388197708483912,0.1826648717545326
0.17578865213193534,0.08674428382576016,0.34338972938907414,0.2880135793400397,0.2922672125385182,0.24859135080246003,0.44517553178806346,0.5112124436957926,0.28780838349512367,0.6496926564955069,0.7286101029664926,0.28690820712965165,0.7515634574869572,0.8815841875477382,0.25228565759749244,0.4155986705005532,0.23341131477855992,0.3234943360205961,0.44075828430921943,0.16993054251433404,0.3143682908625283,0.384521424699546,0.1191055228299307,0.29130338264463346,0.354696754236065,0.1128054960732715,0.28129607058412603,0.33636978265198053,0.16509547124707824,0.4233520713312134,0.31427286736270277,0.2842546279681797,0.1697565948422644,0.19495174458645492,0.544370963566504,0.07325046718884809,0.1406828490132805,0.7098741401182131,0.14741935241348447,0.2590002458059669,0.09535817843673033,0.483995124693145,0.23903676984018807,0.26650716781300443,0.2028855116968838,0.14537356227868048,0.5088374668351087,0.15066670289463158,0.11269798855792523,0.6564706453117323,0.27362128739693903,0.18580330448427593,0.09321644273075691,0.5256863348345466,0.18400286165221538,0.08183372043169812,0.31713855473454944,0.1196733292787826,0.07827985659958647,0.2838256670015801,0.10293085710955735,0.07528620922100493,0.33507348961739797
