label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Hello,0.2609218657016754,0.625114381313324,3.691809240535804e-07,0.31054386496543884,0.5969853401184082,-0.020559335127472878,0.35472139716148376,0.5462806224822998,-0.026698973029851913,0.3874388039112091,0.49818843603134155,-0.03173650801181793,0.4089887738227844,0.4603416621685028,-0.03591817244887352,0.32406842708587646,0.4431563913822174,-0.0032023394014686346,0.3443167209625244,0.3766607642173767,-0.011981056071817875,0.3531445860862732,0.33620017766952515,-0.023011818528175354,0.3595634996891022,0.299458384513855,-0.03159528225660324,0.2968035340309143,0.43257105350494385,-0.0031563194934278727,0.3137568533420563,0.35838162899017334,-0.00881999358534813,0.32313770055770874,0.3100612759590149,-0.019023044034838676,0.32984697818756104,0.2698647975921631,-0.027533838525414467,0.2679189145565033,0.43760910630226135,-0.006858232896775007,0.2777969241142273,0.3658777177333832,-0.014574848115444183,0.28575217723846436,0.32095867395401,-0.02394135855138302,0.29290586709976196,0.2836867570877075,-0.03133140131831169,0.236014723777771,0.4550638496875763,-0.013068901374936104,0.22814519703388214,0.4023507833480835,-0.022653095424175262,0.22456464171409607,0.3657125234603882,-0.027813659980893135,0.2229486107826233,0.3311428427696228,-0.031246285885572433
Hello,0.26030778884887695,0.6239587664604187,3.7405175135063473e-07,0.3102657198905945,0.5960123538970947,-0.02127920463681221,0.3549206852912903,0.545505940914154,-0.027777554467320442,0.3880705237388611,0.4966422915458679,-0.03305020183324814,0.4107576608657837,0.45786020159721375,-0.03747537359595299,0.32457324862480164,0.44309091567993164,-0.00379261770285666,0.34528520703315735,0.3761010766029358,-0.01283147931098938,0.3544501066207886,0.3353513479232788,-0.024011166766285896,0.36128103733062744,0.2983037829399109,-0.032654087990522385,0.2973160147666931,0.4322737455368042,-0.003333816770464182,0.3143727481365204,0.35798168182373047,-0.009148798882961273,0.32381728291511536,0.3095104694366455,-0.019528627395629883,0.3306798040866852,0.2691333591938019,-0.028198931366205215,0.2685673236846924,0.4371506869792938,-0.0066906120628118515,0.27828991413116455,0.36593642830848694,-0.014465607702732086,0.28624051809310913,0.3208143711090088,-0.02403350919485092,0.2934126555919647,0.2830508351325989,-0.03161812946200371,0.23682379722595215,0.45413097739219666,-0.012614291161298752,0.22926247119903564,0.4019460678100586,-0.022205522283911705,0.22543783485889435,0.3655954897403717,-0.027500038966536522,0.22336798906326294,0.33104515075683594,-0.03104890137910843
Hello,0.2613900601863861,0.6238018274307251,3.7417265730255167e-07,0.31158995628356934,0.5958916544914246,-0.020955903455615044,0.35583820939064026,0.5432766675949097,-0.02654140256345272,0.38915783166885376,0.4944329857826233,-0.03096580319106579,0.411678671836853,0.45667192339897156,-0.03454325720667839,0.3254318833351135,0.44175225496292114,-0.0025686691515147686,0.34570008516311646,0.3748387396335602,-0.010834066197276115,0.3550606667995453,0.33422935009002686,-0.021513987332582474,0.3622249662876129,0.29774099588394165,-0.0298438873142004,0.2979777753353119,0.43135085701942444,-0.0019214452477172017,0.3146074712276459,0.35711315274238586,-0.006862997077405453,0.3239111006259918,0.30847668647766113,-0.016761820763349533,0.3309115171432495,0.26820266246795654,-0.02514103800058365,0.2689562439918518,0.43654221296310425,-0.005146225914359093,0.27952656149864197,0.3650519847869873,-0.012279767543077469,0.2873101830482483,0.31993335485458374,-0.021820053458213806,0.29423198103904724,0.2823442220687866,-0.029446834698319435,0.23701941967010498,0.45371806621551514,-0.01094584446400404,0.22988587617874146,0.40222615003585815,-0.020229434594511986,0.22594542801380157,0.36608123779296875,-0.025690175592899323,0.22348155081272125,0.3316882848739624,-0.029398180544376373
Hello,0.2601580321788788,0.6236485838890076,3.8273381619546853e-07,0.3109901249408722,0.596980094909668,-0.021890636533498764,0.3558047115802765,0.5449342727661133,-0.02806207537651062,0.3894045352935791,0.4948672652244568,-0.03288839012384415,0.41288983821868896,0.4559613764286041,-0.03678928688168526,0.3257395923137665,0.4419524371623993,-0.0031073649879544973,0.34630975127220154,0.37485432624816895,-0.011601737700402737,0.3557582199573517,0.3344382345676422,-0.022547654807567596,0.36305829882621765,0.2976166605949402,-0.03113042749464512,0.29846853017807007,0.4308445155620575,-0.0021232657600194216,0.31565043330192566,0.3563576936721802,-0.007220395840704441,0.3253028690814972,0.30740582942962646,-0.017402296885848045,0.33241939544677734,0.2666064500808716,-0.026032473891973495,0.2694520354270935,0.4357264041900635,-0.005080702248960733,0.27982738614082336,0.3645515739917755,-0.012366808950901031,0.28734445571899414,0.3191061019897461,-0.022145185619592667,0.29391756653785706,0.2808653712272644,-0.029952429234981537,0.23743942379951477,0.45292526483535767,-0.010674986056983471,0.23032131791114807,0.4018455445766449,-0.02001180127263069,0.2263072431087494,0.3658595383167267,-0.025498202070593834,0.2236660271883011,0.33157455921173096,-0.029244400560855865
Hello,0.2614673972129822,0.6220706701278687,3.847952996238746e-07,0.31112930178642273,0.5949035882949829,-0.021587910130620003,0.35600465536117554,0.5428027510643005,-0.02763015776872635,0.3901442885398865,0.49344396591186523,-0.032356373965740204,0.41330045461654663,0.4544074237346649,-0.036199212074279785,0.3262428641319275,0.44034358859062195,-0.0031698178499937057,0.34658366441726685,0.372686505317688,-0.011098967865109444,0.35589295625686646,0.3322013020515442,-0.021550631150603294,0.362958699464798,0.2957388460636139,-0.029663007706403732,0.29899781942367554,0.42956775426864624,-0.0022354829125106335,0.31589654088020325,0.35407575964927673,-0.006574115250259638,0.325168251991272,0.30528783798217773,-0.016142668202519417,0.33180415630340576,0.2657541036605835,-0.024354856461286545,0.2698991298675537,0.43407732248306274,-0.005196519661694765,0.2800680696964264,0.3625214993953705,-0.011653074063360691,0.28737083077430725,0.31750431656837463,-0.02107097953557968,0.2936539351940155,0.28062981367111206,-0.028714554384350777,0.23725688457489014,0.45029476284980774,-0.01078816968947649,0.22944968938827515,0.3980805277824402,-0.019316192716360092,0.2251642942428589,0.36177098751068115,-0.024471750482916832,0.22252143919467926,0.32762789726257324,-0.028072768822312355
Hello,0.2624967098236084,0.6215552091598511,3.8382006550818915e-07,0.31175780296325684,0.5939560532569885,-0.022021139040589333,0.3558763265609741,0.542786717414856,-0.02865760214626789,0.3897126317024231,0.4936789274215698,-0.03400134667754173,0.41326966881752014,0.45445516705513,-0.03838299959897995,0.3259953558444977,0.43924835324287415,-0.003119400469586253,0.346124529838562,0.3719283938407898,-0.011733370833098888,0.3558879494667053,0.3318209648132324,-0.022886497899889946,0.36353635787963867,0.2950672507286072,-0.03151006996631622,0.29913565516471863,0.4285419285297394,-0.0021468421909958124,0.3159235715866089,0.35399091243743896,-0.006996287498623133,0.3253234028816223,0.3058171570301056,-0.016996614634990692,0.33230510354042053,0.2656239867210388,-0.025545047596096992,0.27036604285240173,0.4334276616573334,-0.005174178164452314,0.2800232470035553,0.36314284801483154,-0.01203914824873209,0.28752386569976807,0.3183785676956177,-0.021480778232216835,0.29412761330604553,0.2807600796222687,-0.029141493141651154,0.23831738531589508,0.450225830078125,-0.010914287529885769,0.2306176722049713,0.3988686203956604,-0.019659658893942833,0.22612431645393372,0.36294713616371155,-0.024715019389986992,0.2228352278470993,0.3288472294807434,-0.028255833312869072
Hello,0.26113808155059814,0.6186888217926025,3.8643236166535644e-07,0.3118916153907776,0.591020941734314,-0.02207738347351551,0.3561616539955139,0.5415180921554565,-0.028979789465665817,0.3897966146469116,0.4930335581302643,-0.034573331475257874,0.4128391742706299,0.45403891801834106,-0.0392908975481987,0.32614678144454956,0.43890443444252014,-0.004250302445143461,0.34658491611480713,0.37131816148757935,-0.013600978069007397,0.3565315306186676,0.3311645984649658,-0.024931425228714943,0.3643304407596588,0.2947109341621399,-0.033548470586538315,0.2991335391998291,0.42827218770980835,-0.0032942299731075764,0.3164176344871521,0.35341399908065796,-0.009074361063539982,0.3263136148452759,0.3051106035709381,-0.019472680985927582,0.33408650755882263,0.2648337483406067,-0.028155680745840073,0.2700887620449066,0.4333091080188751,-0.006272733211517334,0.28036990761756897,0.3623409569263458,-0.013987921178340912,0.28819799423217773,0.3171059787273407,-0.02391459234058857,0.2954867482185364,0.2793264091014862,-0.03175630420446396,0.23785647749900818,0.45026782155036926,-0.011875552125275135,0.2305167317390442,0.39927589893341064,-0.02141369879245758,0.22610485553741455,0.3633216321468353,-0.026946937665343285,0.2228824496269226,0.32931041717529297,-0.030681360512971878
Hello,0.2622339725494385,0.616618812084198,3.97864965862027e-07,0.3127146065235138,0.5885010361671448,-0.02226167730987072,0.3566577434539795,0.5391854643821716,-0.029373619705438614,0.3898084759712219,0.49090659618377686,-0.03525203838944435,0.413878858089447,0.45238396525382996,-0.040249790996313095,0.3264888823032379,0.4368714392185211,-0.0040197730995714664,0.34695807099342346,0.3700982928276062,-0.013438832014799118,0.35700997710227966,0.3298286497592926,-0.024962298572063446,0.36483034491539,0.2932913899421692,-0.03371953219175339,0.29925477504730225,0.42593643069267273,-0.003157347207888961,0.31654074788093567,0.35139143466949463,-0.008967402391135693,0.3261103630065918,0.3025958240032196,-0.01938546448945999,0.33330413699150085,0.26238739490509033,-0.02801583707332611,0.27009451389312744,0.43072229623794556,-0.006277892272919416,0.2807725667953491,0.36000311374664307,-0.013928098604083061,0.2882673442363739,0.31451216340065,-0.023802978917956352,0.2951679527759552,0.2768632769584656,-0.03152826055884361,0.23765969276428223,0.44791314005851746,-0.012076183222234249,0.2304234802722931,0.3972192108631134,-0.021373318508267403,0.2259657084941864,0.3612082004547119,-0.02673535980284214,0.22268104553222656,0.32751986384391785,-0.030292866751551628
Hello,0.2610495090484619,0.6135468482971191,3.9358090475616336e-07,0.3119267523288727,0.5857354998588562,-0.022014467045664787,0.3565940856933594,0.5381209254264832,-0.02904869057238102,0.38983219861984253,0.4905549883842468,-0.03483453020453453,0.412744402885437,0.4520508348941803,-0.03975611552596092,0.3268868625164032,0.43541592359542847,-0.0036913398653268814,0.34736889600753784,0.36876264214515686,-0.012826771475374699,0.35710203647613525,0.32884520292282104,-0.024182220920920372,0.36457017064094543,0.29251015186309814,-0.03276844322681427,0.29970017075538635,0.4247480630874634,-0.0026825973764061928,0.31696030497550964,0.3503015637397766,-0.008261259645223618,0.32631298899650574,0.30183887481689453,-0.018689705058932304,0.3334095776081085,0.2615601420402527,-0.02733341045677662,0.2704443633556366,0.4294843077659607,-0.005577513948082924,0.2811741828918457,0.3593509793281555,-0.012993651442229748,0.2885304391384125,0.3144592344760895,-0.02269063889980316,0.29513779282569885,0.27739065885543823,-0.03030378744006157,0.2378247082233429,0.44623103737831116,-0.011112099513411522,0.23109453916549683,0.39568960666656494,-0.020097583532333374,0.226776123046875,0.36013802886009216,-0.02514185942709446,0.22339066863059998,0.32671064138412476,-0.02848680503666401
Hello,0.2618275582790375,0.614068865776062,3.871550120493339e-07,0.3121483623981476,0.5880166292190552,-0.02256808988749981,0.3566958010196686,0.5387229919433594,-0.029970815405249596,0.38920730352401733,0.49084413051605225,-0.035899315029382706,0.41285428404808044,0.4526961147785187,-0.04091043025255203,0.32699376344680786,0.4351981580257416,-0.006022920832037926,0.3478524386882782,0.3693348169326782,-0.01603093557059765,0.3581642806529999,0.3290712237358093,-0.027751116082072258,0.3662659525871277,0.29220691323280334,-0.0367143340408802,0.2999662756919861,0.4238520562648773,-0.005134583916515112,0.31778839230537415,0.3503895401954651,-0.011843453161418438,0.3279929757118225,0.30224043130874634,-0.02252698875963688,0.335743248462677,0.2618043124675751,-0.031338706612586975,0.2709472179412842,0.4282533526420593,-0.00811562780290842,0.28150758147239685,0.3582192361354828,-0.01674017123878002,0.289823979139328,0.31326955556869507,-0.026833318173885345,0.2972947359085083,0.27545833587646484,-0.03465546295046806,0.2386971265077591,0.44462868571281433,-0.013712162151932716,0.23153933882713318,0.3927903175354004,-0.02387079782783985,0.22736862301826477,0.35664206743240356,-0.029612969607114792,0.22447605431079865,0.32262876629829407,-0.03343815729022026
